timeStamp,windDic (degree),windSpeed_5min,availableMW,farm,prediction
1/2/2019 12:30,,4.207472468,99,B,8.04074955
1/2/2019 12:35,,4.162463163,99,B,7.985726833
1/2/2019 12:40,,4.117453858,99,B,7.934099674
1/2/2019 12:45,,4.072444553,99,B,7.881177902
1/2/2019 12:50,,4.027435248,99,B,7.78288269
1/2/2019 12:55,,3.982425944,99,B,7.676318645
1/2/2019 13:00,37.22545,3.922180326,99,B,7.615684032
1/2/2019 13:05,,3.858482824,99,B,7.59727335
1/2/2019 13:10,,3.794785322,99,B,7.596111774
1/2/2019 13:15,,3.73108782,99,B,7.597998142
1/2/2019 13:20,,3.667390318,99,B,7.598540306
1/2/2019 13:25,,3.603692815,99,B,7.597932339
1/2/2019 13:30,,3.539995313,99,B,7.593129158
1/2/2019 13:35,,3.476297811,99,B,7.589434147
1/2/2019 13:40,,3.412600309,99,B,7.539400101
1/2/2019 13:45,,3.348902807,99,B,7.483953953
1/2/2019 13:50,,3.285205305,99,B,7.422613144
1/2/2019 13:55,,3.221507803,99,B,7.406310081
1/2/2019 14:00,35.3411,3.142573988,99,B,7.35609293
1/2/2019 14:05,,3.037111671,99,B,7.331166267
1/2/2019 14:10,,2.931649355,99,B,7.333790779
1/2/2019 14:15,,2.826187038,99,B,7.383145809
1/2/2019 14:20,,2.720724721,99,B,7.476313114
1/2/2019 14:25,,2.615262405,99,B,7.60532093
1/2/2019 14:30,,2.509800088,99,B,7.77004528
1/2/2019 14:35,,2.404337771,99,B,7.962312698
1/2/2019 14:40,,2.298875455,99,B,8.199725151
1/2/2019 14:45,,2.193413138,99,B,8.323105812
1/2/2019 14:50,,2.087950821,99,B,8.340168953
1/2/2019 14:55,,1.982488504,99,B,8.053489685
1/2/2019 15:00,28.227,1.861789875,99,B,7.660897732
1/2/2019 15:05,,1.828805362,99,B,7.88249445
1/2/2019 15:10,,1.795820849,99,B,8.120141029
1/2/2019 15:15,,1.762836335,99,B,8.249941826
1/2/2019 15:20,,1.729851822,99,B,8.202143669
1/2/2019 15:25,,1.696867309,99,B,8.01935482
1/2/2019 15:30,,1.663882796,99,B,7.770729065
1/2/2019 15:35,,1.630898283,99,B,7.168957233
1/2/2019 15:40,,1.59791377,99,B,6.637356281
1/2/2019 15:45,,1.564929257,99,B,6.004106045
1/2/2019 15:50,,1.531944743,99,B,5.611571312
1/2/2019 15:55,,1.49896023,99,B,5.251112461
1/2/2019 16:00,53.5612,1.450739404,99,B,4.692635536
1/2/2019 16:05,,1.465381845,99,B,7.391941547
1/2/2019 16:10,,1.480024286,99,B,7.27693224
1/2/2019 16:15,,1.494666727,99,B,7.015209675
1/2/2019 16:20,,1.509309168,99,B,6.676235676
1/2/2019 16:25,,1.523951608,99,B,6.299231052
